,incident_date,breed,borough
627,2015-05-27,german shepherd,Manhattan
628,2015-05-28,pit bull,Queens
629,2015-05-28,lab/shepherd x,Staten Island
630,2015-05-28,american pit bull mix / pit bull mix,Brooklyn
631,2015-05-28,labrador retriever crossbreed,Manhattan
632,2015-05-29,labrador retriever crossbreed,Brooklyn
633,2015-05-29,maltese,Queens
634,2015-05-29,pit bull,Bronx
635,2015-05-29,pit bull,Bronx
636,2015-05-29,pit bull,Bronx
637,2015-05-29,chihuahua crossbreed,Bronx
638,2015-05-30,jack russ ter/ beagle,Bronx
639,2015-05-30,west high white terrier,Brooklyn
640,2015-05-30,scottish terrier,Manhattan
641,2015-05-30,pit bull,Queens
642,2015-05-30,chow chow,Brooklyn
643,2015-05-30,"jindo dog,",Queens
644,2015-05-30,west high white terrier,Brooklyn
645,2015-05-30,maltese,Queens
646,2015-05-31,poodle/maltese,Manhattan
647,2015-05-31,shih tzu,Manhattan
648,2015-05-31,shih tzu,Queens
649,2015-05-31,labrador retriever,Queens
650,2015-05-31,havanese x,Brooklyn
651,2015-05-31,chihuahua,Brooklyn
652,2015-06-01,pit bull,Queens
653,2015-06-01,yorkshire terrier,Brooklyn
654,2015-06-02,chow chow,Brooklyn
655,2015-06-02,doberman pinscher,Brooklyn
656,2015-06-02,shih tzu,Manhattan
657,2015-06-02,"jindo dog,",Queens
658,2015-06-02,pit bull,Bronx
659,2015-06-02,sheltie mix,Manhattan
660,2015-06-02,american staffordshire terrier,Manhattan
661,2015-06-03,beagle,Manhattan
662,2015-06-03,"poodle, standard",Manhattan
663,2015-06-03,shorky,Brooklyn
664,2015-06-03,english springer spaniel,Manhattan
665,2015-06-04,beagle,Bronx
666,2015-06-04,staffordshire bull terrier,Queens
667,2015-06-04,pit bull,Brooklyn
668,2015-06-04,american pit bull terrier/pit bull,Brooklyn
669,2015-06-04,german shepherd,Queens
670,2015-06-04,yorkshire terrier,Brooklyn
671,2015-06-04,shih tzu/poodle,Bronx
672,2015-06-05,lhasa apso,Brooklyn
673,2015-06-05,pit bull,Queens
674,2015-06-05,mixed/other,Queens
675,2015-06-05,pit bull,Staten Island
676,2015-06-06,pit bull bully,Queens
677,2015-06-06,maltese,Bronx
678,2015-06-06,"poodle, standard",Queens
679,2015-06-06,"bull dog, french",Queens
680,2015-06-06,mutt,Staten Island
681,2015-06-06,american pit bull mix / pit bull mix,Staten Island
682,2015-06-06,chow chow,Brooklyn
683,2015-06-06,"bull dog, english",Staten Island
684,2015-06-06,pit bull,Staten Island
685,2015-06-06,basset hound,Bronx
686,2015-06-06,"poodle, standard",Brooklyn
687,2015-06-06,havanese,Queens
688,2015-06-06,chihuahua,Queens
689,2015-06-06,havanese,Manhattan
690,2015-06-06,chihuahua/beagle,Manhattan
691,2015-06-07,chihuahua,Bronx
692,2015-06-07,shih tzu,Manhattan
693,2015-06-07,"pointer, german shorthaired",Brooklyn
694,2015-06-07,red & blue nose pit bull,Queens
695,2015-06-07,german shepherd,Manhattan
696,2015-06-07,maltese,Bronx
697,2015-06-07,pit bull,Bronx
698,2015-06-07,chihuahua,Brooklyn
699,2015-06-07,rottweiler,Queens
700,2015-06-07,miniature pinscher/jack russ,Manhattan
701,2015-06-08,maltese,Bronx
702,2015-06-08,maltese/shih tzu,Staten Island
703,2015-06-08,pit bull,Queens
704,2015-06-08,yorkshire terrier,Manhattan
705,2015-06-09,american pit bull terrier/pit bull,Bronx
706,2015-06-09,american staffordshire terrier,Manhattan
707,2015-06-09,chihuahua crossbreed,Manhattan
708,2015-06-09,shih tzu/yorkie,Manhattan
709,2015-06-09,american staffordshire terrier,Manhattan
710,2015-06-09,american pit bull mix / pit bull mix,Brooklyn
711,2015-06-09,english setter,Brooklyn
712,2015-06-09,american pit bull mix / pit bull mix,Manhattan
713,2015-06-10,pit bull,Staten Island
714,2015-06-10,cane corso,Staten Island
715,2015-06-10,chihuahua sh/rottweiler,Manhattan
716,2015-06-10,springer spaniel,Manhattan
717,2015-06-10,,Brooklyn
718,2015-06-10,"dachshund, long haired",Queens
719,2015-06-10,bichon frise,Queens
720,2015-06-10,cane corso,Brooklyn
721,2015-06-11,german shepherd,Queens
722,2015-06-11,labrador retriever,Staten Island
723,2015-06-12,maltese,Queens
724,2015-06-12,pit bull,Queens
725,2015-06-12,pit bull,Manhattan
726,2015-06-12,jack russ,Brooklyn
727,2015-06-12,pit bull,Manhattan
728,2015-06-13,poodle- x,Bronx
729,2015-06-13,shih tzu,Queens
730,2015-06-13,siberian husky,Queens
731,2015-06-13,husky/lab x,Brooklyn
732,2015-06-14,shih tzu,Manhattan
733,2015-06-14,german shepard/pitbull,Queens
734,2015-06-14,chihuahua crossbreed,Bronx
735,2015-06-14,american eskimo,Brooklyn
736,2015-06-14,terrier mix,Brooklyn
737,2015-06-14,jack russ,Brooklyn
738,2015-06-15,labrador retriever crossbreed,Queens
739,2015-06-15,maltese mix,Queens
740,2015-06-15,yorkshire terrier,Bronx
741,2015-06-15,beagle,Queens
742,2015-06-15,rottweiler,Queens
743,2015-06-16,chihuahua crossbreed,Manhattan
744,2015-06-16,siberian husky,Queens
745,2015-06-16,pit bull,Queens
746,2015-06-16,pit bull,Manhattan
747,2015-06-16,doberman x,Brooklyn
748,2015-06-17,bull dog,Manhattan
749,2015-06-17,maltese,Manhattan
750,2015-06-18,pit bull,Bronx
751,2015-06-18,boxer,Queens
752,2015-06-18,pekingese,Manhattan
753,2015-06-18,american pit bull terrier/pit bull,Brooklyn
754,2015-06-18,cocker spaniel,Manhattan
755,2015-06-19,cocker spaniel,Manhattan
756,2015-06-19,rottweiler,Manhattan
757,2015-06-19,shih tzu,Manhattan
758,2015-06-19,chihuahua,Manhattan
759,2015-06-19,american pit bull mix / pit bull mix,Manhattan
760,2015-06-19,miniature pinscher,Staten Island
761,2015-06-19,pit bull,Brooklyn
762,2015-06-19,american staffordshire terrier,Brooklyn
763,2015-06-20,"schnauzer, standard",Manhattan
764,2015-06-20,maltese,Manhattan
765,2015-06-20,maltese,Queens
766,2015-06-20,labrador retriever crossbreed,Manhattan
767,2015-06-20,pomeranian english spaniel,Bronx
768,2015-06-20,labrador retriever,Queens
769,2015-06-21,cocker spaniel,Queens
770,2015-06-21,shih tzu,Queens
771,2015-06-21,jack russ,Brooklyn
772,2015-06-21,mixed/other,Brooklyn
773,2015-06-21,mastiff/labrador,Staten Island
774,2015-06-21,american pit bull mix / pit bull mix,Bronx
775,2015-06-21,pit bull,Bronx
776,2015-06-22,maltese,Brooklyn
777,2015-06-22,maltese/chihuahua x,Brooklyn
778,2015-06-22,golden retriever,Brooklyn
779,2015-06-22,pit bull,Bronx
780,2015-06-22,shih tzu,Queens
781,2015-06-22,maltese,Brooklyn
782,2015-06-22,beagle/ eng springer spaniel,Bronx
783,2015-06-22,maltese,Manhattan
784,2015-06-23,maltese,Bronx
785,2015-06-23,labrador retriever crossbreed,Manhattan
786,2015-06-23,american pit bull mix / pit bull mix,Bronx
787,2015-06-23,american pit bull terrier/pit bull,Brooklyn
788,2015-06-23,beagle,Staten Island
789,2015-06-24,chihuahua,Manhattan
790,2015-06-24,bulldog/ pit bull,Bronx
791,2015-06-24,lhasa apso,Staten Island
792,2015-06-24,italian mastiff/american pit bull,Manhattan
793,2015-06-24,shihtzu/ poodle,Queens
794,2015-06-25,american pit bull mix / pit bull mix,Manhattan
795,2015-06-25,pit bull,Staten Island
796,2015-06-25,american staffordshire terrier,Brooklyn
797,2015-06-26,samoyed,Queens
798,2015-06-26,american pit bull mix / pit bull mix,Manhattan
799,2015-06-26,maltese,Brooklyn
800,2015-06-26,shih tzu/ yorkshire terr,Bronx
801,2015-06-27,pit bull,Queens
802,2015-06-27,chihuahua/poodle/maltese,Staten Island
803,2015-06-27,american pit bull terrier/pit bull,Queens
804,2015-06-27,german shepherd,Queens
805,2015-06-27,shih tzu,Manhattan
806,2015-06-27,siberian husky,Queens
807,2015-06-27,pit bull,Queens
808,2015-06-27,german shepherd,Queens
809,2015-06-28,shih tzu/poodle,Queens
810,2015-06-28,american pit bull terrier/pit bull,Brooklyn
811,2015-06-28,"poodle, miniature",Queens
812,2015-06-28,terrier- x,Staten Island
813,2015-06-28,yorkshire terrier,Manhattan
814,2015-06-29,american pit bull mix / pit bull mix,Queens
815,2015-06-29,norfolk terrier,Queens
816,2015-06-29,border collie/pointer x,Brooklyn
817,2015-06-29,cairn terrier,Queens
818,2015-06-30,yorkshire terrier,Queens
819,2015-06-30,glen of imaal terrier,Manhattan
820,2015-06-30,miniature pinscher,Bronx
821,2015-06-30,german shepherd,Queens
822,2015-07-01,golden retriever,Bronx
823,2015-07-01,akita,Queens
824,2015-07-01,german shepherd,Brooklyn
825,2015-07-01,boerboel,Staten Island
826,2015-07-01,miniature pinscher,Queens
827,2015-07-01,vizsla,Brooklyn
828,2015-07-02,labrador retriever,Queens
829,2015-07-02,staffordshire bull terrier,Bronx
830,2015-07-02,labrador retriever,Queens
831,2015-07-02,american staffordshire terrier,Queens
832,2015-07-02,pit bull,Staten Island
833,2015-07-02,"mastiff, bull",Bronx
834,2015-07-02,pit bull,Bronx
835,2015-07-02,chihuahua,Brooklyn
836,2015-07-02,pit bull,Manhattan
837,2015-07-03,mastiff,Bronx
838,2015-07-03,pit bull & silky terrier x,Queens
839,2015-07-03,chow chow/shepard x,Brooklyn
840,2015-07-03,,Queens
841,2015-07-03,mixed/other,Queens
842,2015-07-03,labrador retriever crossbreed,Queens
843,2015-07-03,maltese,Queens
844,2015-07-03,havanese,Queens
845,2015-07-04,golden retriever,Staten Island
846,2015-07-04,pit bull,Staten Island
847,2015-07-04,american pit bull terrier/pit bull,Brooklyn
848,2015-07-04,jack russ,Brooklyn
849,2015-07-04,maltipoo,Brooklyn
850,2015-07-04,chihuahua,Queens
851,2015-07-04,shih tzu,Bronx
852,2015-07-04,beagle,Bronx
853,2015-07-04,shih tzu,Manhattan
854,2015-07-04,shih tzu,Manhattan
855,2015-07-05,pit bull,Queens
856,2015-07-05,wire fox terrier,Brooklyn
857,2015-07-05,rottweiler,Queens
858,2015-07-05,pit bull,Queens
859,2015-07-06,box terr x,Manhattan
860,2015-07-06,"mastiff, neapolitan",Staten Island
861,2015-07-06,yorkshire terrier,Brooklyn
862,2015-07-07,"bull dog, english",Queens
863,2015-07-07,german shepherd,Queens
864,2015-07-07,lhasa apso,Staten Island
865,2015-07-07,boxer,Queens
866,2015-07-08,pit bull,Bronx
867,2015-07-08,bichon frise,Queens
868,2015-07-08,poodle/chihuahua x,Brooklyn
869,2015-07-08,cocker spaniel,Queens
870,2015-07-08,boxer/boston terrier,Queens
871,2015-07-08,labrador retriever,Manhattan
872,2015-07-08,eng setter,Brooklyn
873,2015-07-09,labrador retriever crossbreed,Manhattan
874,2015-07-09,american pit bull mix / pit bull mix,Bronx
875,2015-07-09,akita/chow chow,Bronx
876,2015-07-09,maltese,Queens
877,2015-07-09,"bull dog, french",Queens
878,2015-07-10,jack russ,Bronx
879,2015-07-10,american pit bull terrier/pit bull,Queens
880,2015-07-10,terrier/ yorkie,Bronx
881,2015-07-10,golden retriever,Brooklyn
882,2015-07-10,bichon frise,Queens
883,2015-07-10,german shepherd crossbreed,Brooklyn
884,2015-07-11,,Bronx
885,2015-07-11,chihuahua/jack russ,Queens
886,2015-07-11,american staffordshire terrier,Bronx
887,2015-07-11,australian cattle,Staten Island
888,2015-07-11,pit bull,Bronx
889,2015-07-12,boxer,Manhattan
890,2015-07-12,mastiff mix,Manhattan
891,2015-07-12,american pit bull mix / pit bull mix,Brooklyn
892,2015-07-12,poodle-x,Queens
893,2015-07-13,black mouth cur,Bronx
894,2015-07-13,pomeranian,Manhattan
895,2015-07-13,black mouth cur,Bronx
896,2015-07-13,mutt,Bronx
897,2015-07-13,bull dog,Manhattan
898,2015-07-13,rottweiler,Staten Island
899,2015-07-13,chihuahua/pomeranian,Queens
900,2015-07-14,samoyed,Queens
901,2015-07-14,golden retriever,Manhattan
902,2015-07-14,doberman pinscher,Queens
903,2015-07-14,pit bull,Queens
904,2015-07-14,american pit bull mix / pit bull mix,Brooklyn
905,2015-07-14,maltese,Staten Island
906,2015-07-14,pit bull,Staten Island
907,2015-07-14,puggle,Staten Island
908,2015-07-15,german shepherd,Brooklyn
909,2015-07-15,pitbull/labrador,Bronx
910,2015-07-15,jack russ/bully pit bull,Bronx
911,2015-07-16,pit bull,Bronx
912,2015-07-16,german shepherd,Queens
913,2015-07-16,"schnauzer, standard",Queens
914,2015-07-16,pit bull,Brooklyn
915,2015-07-16,shiba inu,Brooklyn
916,2015-07-17,"collie, border",Manhattan
917,2015-07-17,cock-a-poo,Bronx
918,2015-07-17,pit bull,Manhattan
919,2015-07-17,pit bull,Manhattan
920,2015-07-17,basset hound,Brooklyn
921,2015-07-18,terrier,Staten Island
922,2015-07-18,pit bull,Manhattan
923,2015-07-18,american pit bull terrier/pit bull,Brooklyn
924,2015-07-19,shih tzu/yorkshire terr,Manhattan
925,2015-07-19,pit bull,Bronx
926,2015-07-19,bull terrier,Brooklyn
927,2015-07-19,pit bull,Brooklyn
928,2015-07-20,german shepherd,Queens
929,2015-07-20,pit bull,Manhattan
930,2015-07-20,german shepherd,Staten Island
931,2015-07-21,american pit bull terrier/pit bull,Bronx
932,2015-07-21,american pit bull mix / pit bull mix,Queens
933,2015-07-21,cocker spaniel,Brooklyn
934,2015-07-21,pit bull,Manhattan
935,2015-07-21,pit bull,Manhattan
936,2015-07-21,american pit bull terrier/pit bull,Queens
937,2015-07-22,pit bull,Brooklyn
938,2015-07-22,pit bull/boxer x,Brooklyn
939,2015-07-22,pit bull/bull dog,Brooklyn
940,2015-07-22,american pit bull terrier/pit bull,Brooklyn
941,2015-07-22,yorkshire terrier,Brooklyn
942,2015-07-22,mix- boxer,Manhattan
943,2015-07-22,belgian malinois,Brooklyn
944,2015-07-23,german shepherd,Bronx
945,2015-07-23,newfoundland,Queens
946,2015-07-24,american staffordshire terrier,Queens
947,2015-07-24,shih tzu/poodle mini,Manhattan
948,2015-07-24,morkie,Queens
949,2015-07-24,american pit bull terrier/pit bull,Queens
950,2015-07-25,yorkshire terrier,Staten Island
951,2015-07-25,maltese,Brooklyn
952,2015-07-25,chihuahua,Brooklyn
953,2015-07-25,shiba inu,Brooklyn
954,2015-07-26,shih tzu,Manhattan
955,2015-07-26,pit bull,Queens
956,2015-07-27,chihuahua,Queens
957,2015-07-27,norfolk terrier/ yorkshire terrier,Manhattan
958,2015-07-27,alaskan husky/labrador retr,Queens
959,2015-07-27,mixed/other,Staten Island
960,2015-07-27,chihuahua,Bronx
961,2015-07-27,labrador retriever crossbreed,Brooklyn
962,2015-07-27,pit bull,Queens
963,2015-07-28,american pit bull mix / pit bull mix,Manhattan
964,2015-07-28,mixed/other,Staten Island
965,2015-07-28,chihuahua crossbreed,Manhattan
966,2015-07-28,american pit bull mix / pit bull mix,Manhattan
967,2015-07-28,american pit bull mix / pit bull mix,Brooklyn
968,2015-07-28,american pit bull mix / pit bull mix,Manhattan
969,2015-07-28,alapaha bulldog,Queens
970,2015-07-28,red-nose pit bull,Brooklyn
971,2015-07-29,shih tzu,Brooklyn
972,2015-07-29,mutt,Brooklyn
973,2015-07-29,,Queens
974,2015-07-29,doberman pinscher,Brooklyn
975,2015-07-30,yorkshire terrier,Manhattan
976,2015-07-30,american staffordshire terrier,Bronx
977,2015-07-30,american pit bull mix / pit bull mix,Staten Island
978,2015-07-31,pit bull,Queens
979,2015-07-31,american pit bull terrier/pit bull,Brooklyn
980,2015-08-01,shih tzu,Bronx
981,2015-08-01,american pit bull mix / pit bull mix,Manhattan
982,2015-08-01,terrier,Staten Island
983,2015-08-02,shih tzu,Bronx
984,2015-08-02,saint bernard,Bronx
985,2015-08-02,rottweiler/boxer,Staten Island
986,2015-08-02,rhodesian ridgeback,Manhattan
987,2015-08-02,pit bull,Bronx
988,2015-08-02,cockapoo,Manhattan
989,2015-08-02,boxer,Staten Island
990,2015-08-02,doberman pinscher,Brooklyn
991,2015-08-02,shih tzu,Staten Island
992,2015-08-02,"bull dog, english",Brooklyn
993,2015-08-02,american pit bull terrier/pit bull,Brooklyn
994,2015-08-03,cane corso/german shep,Queens
995,2015-08-03,chow chow,Queens
996,2015-08-03,whippet x,Brooklyn
997,2015-08-04,german shepherd,Queens
998,2015-08-04,alaskan klee kai,Brooklyn
999,2015-08-04,pit bull,Staten Island
1000,2015-08-04,pit bull,Queens
1001,2015-08-05,siberian husky,Staten Island
1002,2015-08-05,cocker spaniel,Queens
1003,2015-08-05,shepard x,Queens
1004,2015-08-05,cocker spaniel,Staten Island
1005,2015-08-05,american pit bull mix / pit bull mix,Manhattan
1006,2015-08-05,yorkshire terrier,Brooklyn
1007,2015-08-05,chihuahua,Bronx
1008,2015-08-06,"bull dog, french",Queens
1009,2015-08-06,pekingese,Queens
1010,2015-08-06,jack russ,Brooklyn
1011,2015-08-06,chihuahua,Bronx
1012,2015-08-06,beagle,Bronx
1013,2015-08-06,labrador retriever crossbreed,Manhattan
1014,2015-08-06,shih tzu,Brooklyn
1015,2015-08-07,aust cattle dog,Brooklyn
1016,2015-08-07,maltese- x,Manhattan
1017,2015-08-07,jack russ,Brooklyn
1018,2015-08-07,american pit bull terrier/pit bull,Brooklyn
1019,2015-08-07,malshi,Staten Island
1020,2015-08-07,labrador retriever,Manhattan
1021,2015-08-08,akita,Brooklyn
1022,2015-08-08,boxer,Queens
1023,2015-08-08,australian shep/dalmation/pitbull,Bronx
1024,2015-08-08,mastiff,Queens
1025,2015-08-08,yorkshire terrier,Queens
1026,2015-08-08,maltese,Queens
1027,2015-08-08,german shepherd,Bronx
1028,2015-08-08,mutt,Manhattan
1029,2015-08-09,mixed/other,Manhattan
1030,2015-08-09,miniature pinscher,Manhattan
1031,2015-08-09,bull dog,Brooklyn
1032,2015-08-09,american pit bull mix / pit bull mix,Staten Island
1033,2015-08-10,shih tzu/chihuahua x,Queens
1034,2015-08-10,shih tzu,Brooklyn
1035,2015-08-10,golden retriever,Queens
1036,2015-08-10,lab/pit bull/chihuahua x,Queens
1037,2015-08-10,australian shepherd,Queens
1038,2015-08-10,labrador retriever crossbreed,Brooklyn
1039,2015-08-10,rottweiler,Brooklyn
1040,2015-08-11,jack russ,Brooklyn
1041,2015-08-11,"bull dog, french",Brooklyn
1042,2015-08-11,yorkshire terrier,Brooklyn
1043,2015-08-11,amer staffordshire x,Brooklyn
1044,2015-08-11,labrador retriever,Brooklyn
1045,2015-08-11,"bull dog, english",Bronx
1046,2015-08-11,pit bull,Queens
1047,2015-08-11,bull dog,Bronx
1048,2015-08-12,"poodle, miniature",Manhattan
1049,2015-08-12,siberian husky,Queens
1050,2015-08-12,jack russ,Queens
1051,2015-08-12,pit bull,Bronx
1052,2015-08-13,american pit bull terrier/pit bull,Brooklyn
1053,2015-08-13,bichon/poodle mix,Staten Island
1054,2015-08-13,cane corso,Queens
1055,2015-08-13,american pit bull mix / pit bull mix,Queens
1056,2015-08-14,pit bull,Bronx
1057,2015-08-14,jack russell/ chihuahua,Brooklyn
1058,2015-08-15,"mastiff, old english",Staten Island
1059,2015-08-15,labrador retriever,Queens
1060,2015-08-15,pit bull,Queens
1061,2015-08-15,"bull dog, english",Manhattan
1062,2015-08-15,beagle/bluetick hound,Bronx
1063,2015-08-16,cocker spaniel,Queens
1064,2015-08-16,yorkshire terrier,Brooklyn
1065,2015-08-16,labrador retriever crossbreed,Brooklyn
1066,2015-08-16,american pit bull mix / pit bull mix,Manhattan
1067,2015-08-16,labrador retriever,Manhattan
1068,2015-08-16,german shepherd,Brooklyn
1069,2015-08-17,cocker spaniel,Bronx
1070,2015-08-17,labrador retriever crossbreed,Queens
1071,2015-08-17,dachshund smooth coat,Manhattan
1072,2015-08-17,chihuahua,Brooklyn
1073,2015-08-17,pit bull,Bronx
1074,2015-08-18,boxer,Manhattan
1075,2015-08-18,shih tzu,Bronx
1076,2015-08-18,"poodle, miniature",Manhattan
1077,2015-08-18,chihuahua,Bronx
1078,2015-08-19,american staffordshire terrier,Brooklyn
1079,2015-08-19,yorkie/maltese/shih tzu,Staten Island
1080,2015-08-19,maltese,Queens
1081,2015-08-19,pit bull,Manhattan
1082,2015-08-19,"poodle, miniature",Brooklyn
1083,2015-08-19,jack russ,Brooklyn
1084,2015-08-19,pit bull,Manhattan
1085,2015-08-20,rottweiler,Bronx
1086,2015-08-20,pit bull,Queens
1087,2015-08-20,maltese/poodle,Manhattan
1088,2015-08-20,"poodle, miniature",Manhattan
1089,2015-08-20,french poodle,Queens
1090,2015-08-21,collie crossbreed,Manhattan
1091,2015-08-21,mixed/other,Queens
1092,2015-08-21,pit bull,Brooklyn
1093,2015-08-21,cane corso,Brooklyn
1094,2015-08-21,cocker spaniel/flat coated retriever/chatham hill,Staten Island
1095,2015-08-22,shih tzu,Bronx
1096,2015-08-22,rat terrier,Bronx
1097,2015-08-22,german shepherd,Queens
1098,2015-08-22,mixed/other,Queens
1099,2015-08-22,maltese,Queens
1100,2015-08-22,lhasa apso,Manhattan
1101,2015-08-22,,Brooklyn
1102,2015-08-23,shih tzu/bichon frise mix,Queens
1103,2015-08-23,pit bull,Bronx
1104,2015-08-23,american pit bull terrier/pit bull,Brooklyn
1105,2015-08-23,bull terrier,Queens
1106,2015-08-24,maltese/poodle,Manhattan
1107,2015-08-24,miniature pinscher,Manhattan
1108,2015-08-25,miniature pinscher,Manhattan
1109,2015-08-25,bull dog,Bronx
1110,2015-08-26,pit bull,Queens
1111,2015-08-26,labrador retriever,Manhattan
1112,2015-08-26,chihuahua/ yorkie x,Manhattan
1113,2015-08-26,poodle/boxer x,Brooklyn
1114,2015-08-26,golden retriever,Manhattan
1115,2015-08-26,yorkshire terrier,Bronx
1116,2015-08-27,chihuahua,Brooklyn
1117,2015-08-27,shiba inu,Brooklyn
1118,2015-08-27,yorkshire ter/shihtzu,Brooklyn
1119,2015-08-27,shih tzu,Brooklyn
1120,2015-08-27,mixed/other,Manhattan
